hotel_name,id,review
壹号酒店(松江万达店),D17383****,前台小姐姐长得好看，服务热情，房间干净卫生，还挺大的，挺OK的
壹号酒店(松江万达店),轩贺贺,房型很好，视野好，交通方便，对面就是广场，吃饭娱乐都很方便，价格还很实惠，下次还订他家
壹号酒店(松江万达店),M475720****,这是我第二次入住了，服务依旧那么好，必须给个好评！
壹号酒店(松江万达店),M674996****,房间不错，整洁，主要价格还合适，不错不错，下次来，还光顾
壹号酒店(松江万达店),匿名用户,房间很干净 各种设施比较完善 位置也很好找，性价比超高！
壹号酒店(松江万达店),M741419****,房间入住非常满意，位置好，出门就是万达！卫生服务都很不错
壹号酒店(松江万达店),M759320****,现在接的很标准，大厅卫生很干净，卫生间更不用说了
壹号酒店(松江万达店),M659743****,价格经济实惠房间很宽敞干净整洁，这次入住没有踩雷体验感很好，前台小姐姐服务也很好
壹号酒店(松江万达店),M17812****,房间很有特色，适合带女朋友来住，有情调，前台的小妹妹很热情，服务周到。
壹号酒店(松江万达店),M284506****,卫生干净舒适，适合居住让人流连忘返前台小姐姐接待有问必答！下次还会再次预定！
壹号酒店(松江万达店),_WeChat53716****,住了很多次的酒店了，很有特色，前台小姐姐很好呦！这也是一大特色😊
壹号酒店(松江万达店),匿名用户,房间很有意思，每个都不一样，每次来都有不一样的感觉，性价比很高，前台小姐姐服务很好
壹号酒店(松江万达店),_WeChat275413****,房间的主题特别的浪漫前台服务很热情附近有卖小吃
壹号酒店(松江万达店),M599935****,入住十分满意，房价划算，床也十分舒服，房屋也十分干净明亮
壹号酒店(松江万达店),M641696****,这家酒店有很多不同主题的房间，感觉很新颖，不错
壹号酒店(松江万达店),匿名用户,房间还行，有点小，价格有点不确定同一套客房好几个价格
壹号酒店(松江万达店),M243756****,房间打扫的很干净 周边也很好逛 很好的住店体验👍🏻
壹号酒店(松江万达店),M455983****,房间还不错 服务也很周到啊 下次过来的话还住这里。
壹号酒店(松江万达店),M266274****,前台小姐姐长得漂亮，说话好听，下次出差还来
壹号酒店(松江万达店),M527290****,设施：满意 卫生：满意 环境：满意 服务：满意
壹号酒店(松江万达店),M657952****,很干净 跟朋友一起来了 出行很方便 下次还会再来
壹号酒店(松江万达店),M506209****,房间环境很好，很舒适，住的很舒服，里面什么都有，
壹号酒店(松江万达店),M333694****,房间非常不错，挺干净的，挺喜欢，下次还会再来的。
壹号酒店(松江万达店),M296320****,设施：好的狠 卫生：好的狠 环境：好的狠 服务：好的狠 服务：好的狠
壹号酒店(松江万达店),M519711****,房间很干净清爽舒适，态度也很好，下次去再定
壹号酒店(松江万达店),M47967****,前台服务好 小姐姐穿衣风格好 大厅干净卫生
壹号酒店(松江万达店),M444684****,差评，环境不好，烧水壶都落灰了，糟糕透了，入住需谨慎。
壹号酒店(松江万达店),匿名用户,很满意的入住体验 前台服务好 卫生干净整洁 房间设施齐全 推荐推荐
壹号酒店(松江万达店),_WeChat24591****,挺好的 不错 小姐姐服务好 房间gangjia
壹号酒店(松江万达店),匿名用户,宝宝很喜欢火车头的那个房间。宝宝回家还说让过去住
壹号酒店(松江万达店),M445301****,房间特别干净，隔音效果不错，前台办理入住特别快
壹号酒店(松江万达店),_WeChat223597****,在这附近出差 房间很干净 周围也比较方便 推荐
壹号酒店(松江万达店),匿名用户,小姐姐服务好 前台好看 卫生好 房间大
壹号酒店(松江万达店),M499141****,就在万达对面 吃饭很方便 房间很干净
壹号酒店(松江万达店),M314729****,前台热情是火🔥，房间干净整洁必须好评！！
壹号酒店(松江万达店),M293295****,每次出差都在这里住 性价比很高 附近吃饭也方便
壹号酒店(松江万达店),郭九思,挺有氛围的房间，前台服务好，还帮我买水送上来，非常感谢
壹号酒店(松江万达店),匿名用户,服务态度特别好 在这住了好几天了 很舒服
壹号酒店(松江万达店),1317361****,整体感觉不错，性价比超好，下次还会继续选择。
壹号酒店(松江万达店),M741298****,第一次进去 很干净啊 推荐推荐 下次还会再来
壹号酒店(松江万达店),M33893****,酒店干净卫生，交通便利，前台态度很好，热情。
壹号酒店(松江万达店),M658195****,附近美食很多，旁边就是万达，出行方便，还有前台客服美女很细心，👍
壹号酒店(松江万达店),M299691****,很好 前台小姐姐服务态度很好 很满意 特别热情
壹号酒店(松江万达店),M222541****,性价高高 对面就是大型商场 吃玩很方便
壹号酒店(松江万达店),匿名用户,眼镜女前台服务态度好差，只有让刷好评态度好，其他会住着后悔的
壹号酒店(松江万达店),匿名用户,环境很差，商务房变成主题房，前台推销很烦
壹号酒店(松江万达店),M49706****,酒店附近有很多很多好吃的，前台小姐姐很漂亮，也很热心，服务好，下次还来
壹号酒店(松江万达店),匿名用户,第二次住了，很干净，很舒服，隔音可以
壹号酒店(松江万达店),M477844****,很有特色 很新颖 前台很热情 体验感特别好 以后有机会会常来
壹号酒店(松江万达店),M514214****,前台的美女好看 房间干净 都不错 老板人好卫生很好
壹号酒店(松江万达店),_CFT0430034****,酒店很好，干净卫生。价格优惠。房间挺大的。下次过来还住这里。
壹号酒店(松江万达店),_WeChat279776****,非常满意，干净整洁[玫瑰]，下次还会光顾
壹号酒店(松江万达店),M479150****,前台服务很好 卫生搞得干净下次还住这里
壹号酒店(松江万达店),M268093****,房间挺好的 前台服务很热情 比想象中好很多 地段也比较方便马路对象就是万达 吃的东西比较多 这边比较安静的 下次还会选这家酒店 ，卫生做的很干净 整个房间干干净净 舒舒服服的住着 工作人员都非常有耐心 非常细心的为我们服务 价格便
壹号酒店(松江万达店),匿名用户,房间干净 附近有卖吃的 前台小姐姐很漂亮服务也不错
壹号酒店(松江万达店),M507948****,房间异味过大，洗手池太脏，隔音效果差，建议不要入住
壹号酒店(松江万达店),M51457****,设施齐全 卫生：干净 环境：好 服务：服务很好
壹号酒店(松江万达店),M531488****,前台接待很礼貌还是美女，卫生干净很推荐
壹号酒店(松江万达店),_WeChat260195****,前台服务热情有礼貌 卫生干净整洁 值得推荐
壹号酒店(松江万达店),匿名用户,位置很好，很方便，环境也很好前台很漂亮
壹号酒店(松江万达店),匿名用户,环境很好 位置很好 下次还来 我很喜欢
壹号酒店(松江万达店),M319412****,酒店整体卫生很干净，服务人员也很友好。
壹号酒店(松江万达店),M26405****,环境不错，干净整洁，前台服务态度很好，价格实惠，非常满意
壹号酒店(松江万达店),匿名用户,房间好 卫生好 服务好٩(•̤̀ᵕ•̤́๑)ᵒᵏᵎᵎᵎᵎ
壹号酒店(松江万达店),_WeChat290206****,喜欢喜欢喜欢 装修好玩 位置也好
壹号酒店(松江万达店),M507362****,前台服务很不错 交通方便 性价比很高
壹号酒店(松江万达店),匿名用户,我住了这多的酒店，第一次碰到房间没有提供矿泉水的，无语了
壹号酒店(松江万达店),M738372****,挺好的 很干净 有机会会再次光临
壹号酒店(松江万达店),M741399****,房间干净整洁卫生，价格也很实惠很划算
壹号酒店(松江万达店),M469599****,卫生还不错 也很干净 附近也有很多的商店 很方便
壹号酒店(松江万达店),一线大表哥,位置方便，如果能和物业洽谈好停车的事会更完美
壹号酒店(松江万达店),M316569****,挺好的 小姐姐好看 服务好 房间干净哇
壹号酒店(松江万达店),匿名用户,设施陈旧 电视等不能看 应该新接手 不过老板人很棒
壹号酒店(松江万达店),M500404****,房间干净，前台服务态度不错。离地铁站近，对面就是万达
壹号酒店(松江万达店),M444321****,工作人员很热情，周边繁华很好吃的，不错
壹号酒店(松江万达店),M446742****,离地铁很近交通方便，干净，前台也很周到
壹号酒店(松江万达店),M731004****,房间很干净，安静舒服，下次还会和朋友来
壹号酒店(松江万达店),M731064****,嗯，环境，服务态度都挺好的，下次还来。
壹号酒店(松江万达店),M303588****,房间很大很舒适，交通便利，就在万达对面，很奶思
壹号酒店(松江万达店),M373176****,干净卫生，服务热情。性价比挺不错的
壹号酒店(松江万达店),匿名用户,环境不错，房间干净，入住首选，满意。
壹号酒店(松江万达店),M439195****,极差 卫生：极差 设施：极差 环境：极差 服务：极差
壹号酒店(松江万达店),M8142****,办理入住很快，工作人员很有耐心，干净
壹号酒店(松江万达店),匿名用户,房间干净整洁，环境很舒适，工作人员服务态度非常好
壹号酒店(松江万达店),伊思Q之谜,房间干净整洁舒适，没有异味，出行方便，适合出差旅行，前台服务热情。 设施：齐全 卫生：干净，整洁 环境：安静，适合旅游 服务：妙极了
壹号酒店(松江万达店),txq8212,位置很好找，对面就是万达，吃喝很方便。
壹号酒店(松江万达店),M256530****,酒店环境不错，设施齐全，服务热情
壹号酒店(松江万达店),匿名用户,酒店很舒适，前台小姐姐很漂亮
壹号酒店(松江万达店),晚安 凌晨四点半,环境好 小姐姐很漂亮 好好好
壹号酒店(松江万达店),M737886****,服务好 卫生好 期待下次入住
壹号酒店(松江万达店),_WeChat47659****,非常好，服务也好，干净卫生，价格实惠。
壹号酒店(松江万达店),M479307****,干干净净的，前台小姐姐也很礼貌
壹号酒店(松江万达店),M506481****,房间很干净，前台服务很好，也很安静
壹号酒店(松江万达店),匿名用户,周边不吃 吃的挺多的 坏境也很好
壹号酒店(松江万达店),紫金碎钻,对面就是万达，解决吃饭问题。出行也很方便
壹号酒店(松江万达店),M338050****,前台服务很周到。很有耐心。不错的酒店
壹号酒店(松江万达店),M51773****,一觉睡到自然醒，房间非常干净，
壹号酒店(松江万达店),匿名用户,房间干净卫生没有味道，隔音不错
壹号酒店(松江万达店),_WeChat280277****,前台美女有求必应，确实不错
壹号酒店(松江万达店),_WeChat254962****,小姐姐好看 服务好 挺好的
壹号酒店(松江万达店),_WeChat292052****,总体来说还不错，旁边就是万达广场很近！
壹号酒店(松江万达店),M310448****,房间干净整洁，服务态度很好
壹号酒店(松江万达店),M344372****,装修好玩小姐姐好看下次还来
壹号酒店(松江万达店),匿名用户,总体感觉不错 有特别风格房间单身狗慎重选择
壹号酒店(松江万达店),M660382****,干净卫生、环境也很好！价格很实惠yyds👍
壹号酒店(松江万达店),匿名用户,服务态度好，环境不错，靠近万达广场
壹号酒店(松江万达店),M476614****,非常满意，前台小姐姐非常和善
壹号酒店(松江万达店),M529980****,前台人很好 卫生也不错 地理位置优越 不错
壹号酒店(松江万达店),M220212****,酒店可以，非常大气，房间也大！很满意！！！
壹号酒店(松江万达店),M742366****,风格很好，很时尚，很喜欢！！
壹号酒店(松江万达店),M624744****,卫生挺干净，房间看着很清爽
壹号酒店(松江万达店),喜跑胖🏃,房间很干净，整体都很满意，推荐
壹号酒店(松江万达店),M32065****,离地铁站很近，设施齐全，还不错
壹号酒店(松江万达店),_WeChat235353****,位置很方便呢，环境很好卫生也不错，推荐的
壹号酒店(松江万达店),匿名用户,体验感很好，房间很大住着很舒服
壹号酒店(松江万达店),M50880****,离万达很近.方便！房间也打扫的很干净
壹号酒店(松江万达店),M740204****,挺好的 不错 附近有小吃
壹号酒店(松江万达店),M511794****,酒店干净卫生。房间环境很好
壹号酒店(松江万达店),M385179****,房间很满意 环境很好
壹号酒店(松江万达店),M490335****,服务好环境好 小姐姐好看
壹号酒店(松江万达店),M276341****,前台小姐姐很热情，人很好，心动心动
壹号酒店(松江万达店),M754073****,服务号前台小姐姐也很温柔
壹号酒店(松江万达店),M42303****,入住体验感不错。价格合理。下次一定会再来
壹号酒店(松江万达店),M548877****,房间干净卫生 性价比高 前台小姐姐很热情
壹号酒店(松江万达店),205865****,房间干净卫生，服务好，设施设备运行正常
壹号酒店(松江万达店),M473186****,靠近万达周边 吃喝玩乐都很方便
壹号酒店(松江万达店),M531735****,房间挺喜欢，前服务好评👍👍👍
壹号酒店(松江万达店),U446586_1500080****,环境不错，价格实惠，靠近商业圈很方便！
壹号酒店(松江万达店),匿名用户,交通便利服务态度很好 实惠
壹号酒店(松江万达店),M742215****,卫生：卫生干净 环境：不错
壹号酒店(松江万达店),M257838****,酒店环境很好，睡的很舒服，下次首选这家
壹号酒店(松江万达店),M27045****,住宿体验感相当不错，环境很好，服务也好
壹号酒店(松江万达店),M533937****,性价比很高的，服务很热情
壹号酒店(松江万达店),M307942****,周边环境好 还干净 整体不错
壹号酒店(松江万达店),M220241****,在这附近玩随便看到的，还可以
壹号酒店(松江万达店),匿名用户,环境很好 卫生干净整洁 服务态度非常好
壹号酒店(松江万达店),M509339****,干净整洁，卫生情况很好，睡了一个好觉
壹号酒店(松江万达店),M497830****,前台小姐姐非常热情还很可爱我超喜欢😘
壹号酒店(松江万达店),匿名用户,前台服务很负责，差旅可以来
壹号酒店(松江万达店),M298829****,环境：环境不错👍 卫生：很干净
壹号酒店(松江万达店),D11330****,很不错性价比很高 值得选购
壹号酒店(松江万达店),一根一根,卫生干净离地铁站近 很不错
壹号酒店(松江万达店),M700767****,卫生很干净，房间设计很独特
壹号酒店(松江万达店),匿名用户,房间干净卫生利落，价格亲民，前台服务挺好的，细节挺不错，
壹号酒店(松江万达店),匿名用户,挺好的 不错 服务好
壹号酒店(松江万达店),匿名用户,性价比各方面都挺好的 很满意
壹号酒店(松江万达店),M645969****,现在的人不知道什么叫礼
壹号酒店(松江万达店),匿名用户,卫生很差 设施：一般
壹号酒店(松江万达店),M413505****,卫生好环境好，里面非常干净
壹号酒店(松江万达店),320245****,干净卫生没味道 隔音好
壹号酒店(松江万达店),M730588****,地理位置很优越，性价比高
壹号酒店(松江万达店),M653509****,前台服务热情 ，卫生干净
壹号酒店(松江万达店),_CFT0399121****,晚上麻烦小姐姐帮我换房了点个好评
壹号酒店(松江万达店),匿名用户,环境不错很好很好，很舒服
壹号酒店(松江万达店),M222941****,房间卫生很清爽，服务也很好，值了
壹号酒店(松江万达店),M330551****,干净 前台服务也不错
壹号酒店(松江万达店),M39322****,帮同学订的，说是环境还可以
壹号酒店(松江万达店),匿名用户,服务：还可以 环境：还可以
壹号酒店(松江万达店),M492381****,环境卫生很好，服务态度也非常棒
壹号酒店(松江万达店),M759707****,环境很棒，服务很好
壹号酒店(松江万达店),M696484****,服务很好 小姐姐有礼貌
壹号酒店(松江万达店),_WeChat250021****,好 环境：非常非常好
壹号酒店(松江万达店),320200****,房间非常舒适干净，服务也很好。
壹号酒店(松江万达店),M370648****,房间很大，很好，也不错，很安静
壹号酒店(松江万达店),118440****,前台小姐姐态度热情，价格实惠
壹号酒店(松江万达店),M238925****,地理位置不错，服务给力
壹号酒店(松江万达店),M417500****,十分满意，客服小姐姐人美态度好
壹号酒店(松江万达店),_CFT0290053****,房间干净 推荐推荐
壹号酒店(松江万达店),M49525****,媳好 还好 服务好干净
壹号酒店(松江万达店),M615821****,推荐推荐 很不错
壹号酒店(松江万达店),匿名用户,服务很好 值得推荐
壹号酒店(松江万达店),E1651****,挺好的，住着舒服。
壹号酒店(松江万达店),M652101****,哈哈哈哈/::&gt;不错不错
壹号酒店(松江万达店),M489418****,房间很干净，小姐姐服务很好👍
壹号酒店(松江万达店),M236175****,可以服务态度也很好
壹号酒店(松江万达店),120108****,房间干净，不太隔音，还行。
壹号酒店(松江万达店),匿名用户,可以 挺好的 不错
壹号酒店(松江万达店),M431907****,房间干净整洁，酒店环境很好。
壹号酒店(松江万达店),坎皮卡福特赵构,在步行街，吃饭干啥都方便。
壹号酒店(松江万达店),M303406****,老好了 很不错的酒店
壹号酒店(松江万达店),_WeChat252878****,挺好的不错 哈哈哈
壹号酒店(松江万达店),M499254****,房间干净卫生服务好
壹号酒店(松江万达店),M758616****,不错的酒店。推荐
壹号酒店(松江万达店),M305035****,很垃圾，不建议去
壹号酒店(松江万达店),匿名用户,房间挺干净，服务也好
壹号酒店(松江万达店),M759312****,非常好，住的舒服
壹号酒店(松江万达店),M446070****,房间很干净 位置很好
壹号酒店(松江万达店),匿名用户,很好 不错的酒店
壹号酒店(松江万达店),匿名用户,卫生、环境确实不错，好评
壹号酒店(松江万达店),M660470****,环境很干净，周围吃的很多！
壹号酒店(松江万达店),M674278****,酒店不错，打扫的干干净净
壹号酒店(松江万达店),M350002****,环境卫生干净，服务态度很棒
壹号酒店(松江万达店),M269807****,前台美女很热情，很满意
壹号酒店(松江万达店),M415316****,好好好 服务好房间干净
壹号酒店(松江万达店),M11077****,房间干净卫生，服务态度很好
壹号酒店(松江万达店),M526363****,卫生干净整洁，房间床很舒服
壹号酒店(松江万达店),匿名用户,环境很好，服务很满意
壹号酒店(松江万达店),M641527****,宾至如归，热情周到！
壹号酒店(松江万达店),匿名用户,挺好的，挺干净舒服滴
壹号酒店(松江万达店),M297777****,环境舒适，服务热情，好评
壹号酒店(松江万达店),M293042****,房间干净 服务不错
壹号酒店(松江万达店),M481119****,前台服务很好 推荐推荐
壹号酒店(松江万达店),M509547****,房间干净 小姐姐好看
壹号酒店(松江万达店),匿名用户,挺好，吃住方便，
壹号酒店(松江万达店),匿名用户,房间很好，性价比高，服务好
壹号酒店(松江万达店),匿名用户,各方面都不错哦 满意
壹号酒店(松江万达店),匿名用户,床很舒服，非常推荐这家店
壹号酒店(松江万达店),M358847****,很好，住的很舒服
壹号酒店(松江万达店),M39204****,价格很优惠 附近吃的很多
壹号酒店(松江万达店),M502818****,性价比超高的一家酒店，前台悠悠大美女服务热情，体贴，温柔～点个赞！
壹号酒店(松江万达店),M276638****,环境不错。值得推荐
壹号酒店(松江万达店),匿名用户,地理位置佳 体验不错
壹号酒店(松江万达店),M384317****,挺好的 感觉好
壹号酒店(松江万达店),M471751****,推荐推荐 挺好的
壹号酒店(松江万达店),M448113****,挺好的 小姐姐好看
壹号酒店(松江万达店),M331320****,服务很好。推荐
壹号酒店(松江万达店),晚秋³,不错 来过好几次了
壹号酒店(松江万达店),匿名用户,房间很好很nice
壹号酒店(松江万达店),M307900****,下次有机会过来还住这里
壹号酒店(松江万达店),1377177****,整体环境还可以
壹号酒店(松江万达店),ATMOIS,房间布置用心，服务周到热情
壹号酒店(松江万达店),匿名用户,垃圾。不方便前台态度差
壹号酒店(松江万达店),M660408****,住的很舒服，卫生很干净
壹号酒店(松江万达店),M331811****,干净整洁卫生，住起来舒适
壹号酒店(松江万达店),匿名用户,各方面都挺好的
壹号酒店(松江万达店),扬州小眯,房间设施老了一点
壹号酒店(松江万达店),进击的迪迦,好不错 房间。干净
壹号酒店(松江万达店),M511722****,房间很干净，前台服务好
壹号酒店(松江万达店),M473089****,卫生好 thd
壹号酒店(松江万达店),匿名用户,非常好 环境好
壹号酒店(松江万达店),匿名用户,酒店的小姐姐人很好
壹号酒店(松江万达店),匿名用户,非常不错的一次住宿，谢谢
壹号酒店(松江万达店),_WeChat352758****,不错的酒店。腿脚
壹号酒店(松江万达店),205975****,在酒店里和回家一样
壹号酒店(松江万达店),M252287****,前台服务态度很好
壹号酒店(松江万达店),M508942****,服务态度很 房间干净
壹号酒店(松江万达店),匿名用户,不错哦挺好的
壹号酒店(松江万达店),M403391****,房间挺大的 整天不错
壹号酒店(松江万达店),M496489****,很好下次还去
壹号酒店(松江万达店),匿名用户,经常来住，环境不错
壹号酒店(松江万达店),哈哈哈哈拍,好好好好好好好好
壹号酒店(松江万达店),M295632****,感觉不错 服务好
壹号酒店(松江万达店),_WeChat261600****,升级房型还可以
壹号酒店(松江万达店),匿名用户,房间和服务比较满意
壹号酒店(松江万达店),M672058****,我服务很好￼
壹号酒店(松江万达店),_WeChat254289****,设施：很棒哦，奶思
壹号酒店(松江万达店),M452714****,好好好 挺好的不错
壹号酒店(松江万达店),M505147****,环境不错 下次还来
壹号酒店(松江万达店),M356569****,房间可以，服务优秀
壹号酒店(松江万达店),_WeChat263036****,服务好 态度好
壹号酒店(松江万达店),匿名用户,环境差 服务差
壹号酒店(松江万达店),M403094****,很美好的一次入住😁
壹号酒店(松江万达店),M526402****,不错不错。。。
壹号酒店(松江万达店),M608927****,小姐姐服务好
壹号酒店(松江万达店),芊烨宝宝,服务周到，房间舒适
壹号酒店(松江万达店),M254303****,附近有小吃 房间好
壹号酒店(松江万达店),M373003****,服务不错。点赞
壹号酒店(松江万达店),甜蜜密,非常满意 谢谢
壹号酒店(松江万达店),匿名用户,还可以，主题酒店
壹号酒店(松江万达店),匿名用户,不错很好！！
壹号酒店(松江万达店),匿名用户,环境好 五星好评
壹号酒店(松江万达店),M558594****,房间干净 不错不错
壹号酒店(松江万达店),匿名用户,非常好很好，推荐
壹号酒店(松江万达店),M513821****,挺好的 还不错
壹号酒店(松江万达店),M295527****,房间挺好的 干净
壹号酒店(松江万达店),M323269****,不错不错不错不错
壹号酒店(松江万达店),M499461****,酒店服务很不错，
壹号酒店(松江万达店),M482140****,前台小姐姐真漂亮
壹号酒店(松江万达店),匿名用户,卫生挺好，服务好！
壹号酒店(松江万达店),M497103****,还不错，感觉还行
壹号酒店(松江万达店),匿名用户,房间挺大的 干净
壹号酒店(松江万达店),M538463****,服务态度很好哦
壹号酒店(松江万达店),_WeChat277874****,不错喜欢房间特别
壹号酒店(松江万达店),M253299****,房间隔音很差
壹号酒店(松江万达店),M14458****,推荐推荐！！
壹号酒店(松江万达店),205693****,房间不错👍
壹号酒店(松江万达店),M222837****,挺好的可以😌
壹号酒店(松江万达店),M400181****,好好的 不错
壹号酒店(松江万达店),M39713****,满意，经济适用
壹号酒店(松江万达店),_WeChat244761****,住着还可以
壹号酒店(松江万达店),M443478****,房间干净整洁
壹号酒店(松江万达店),M525503****,体验感很好
壹号酒店(松江万达店),匿名用户,挺嗨的不错
壹号酒店(松江万达店),_WeChat220184****,跟朋友一起住！
壹号酒店(松江万达店),匿名用户,好好好好好好
壹号酒店(松江万达店),1855504****,房间好 服穿好
壹号酒店(松江万达店),菲妃飞327,非常好，满意！
壹号酒店(松江万达店),M466120****,干净不错呀
壹号酒店(松江万达店),匿名用户,不错不错房间大
壹号酒店(松江万达店),M657603****,干净整洁服务好
壹号酒店(松江万达店),300477****,干净卫生，
壹号酒店(松江万达店),M518894****,房间挺好的不错
壹号酒店(松江万达店),M30807****,房间环境好
壹号酒店(松江万达店),匿名用户,住的很舒适
壹号酒店(松江万达店),1502690****,房间好 哈哈哈
壹号酒店(松江万达店),M753044****,非常好👍
壹号酒店(松江万达店),M584692****,推荐推荐一下
壹号酒店(松江万达店),_WeChat49161****,开票麻烦死了
壹号酒店(松江万达店),M47238****,喜欢喜欢好的
壹号酒店(松江万达店),匿名用户,挺好的嗯嗯嗯
壹号酒店(松江万达店),M659923****,酒店干净舒适
壹号酒店(松江万达店),M50143****,房间设施不错
壹号酒店(松江万达店),M562359****,不错不错喜欢
壹号酒店(松江万达店),M392165****,环境有特色。
壹号酒店(松江万达店),匿名用户,比较有创意
壹号酒店(松江万达店),M13704****,房间好挺好的
壹号酒店(松江万达店),_WeChat267661****,还好还好哈
壹号酒店(松江万达店),伯纳乌的倾听,酒店不错的
壹号酒店(松江万达店),匿名用户,环境不错的
壹号酒店(松江万达店),M298324****,服务不错。
壹号酒店(松江万达店),M527461****,还行行🌟。
壹号酒店(松江万达店),M301264****,房间比较大
壹号酒店(松江万达店),M573199****,很不错的哦
壹号酒店(松江万达店),M470842****,小姐姐好看
壹号酒店(松江万达店),_WeChat300927****,非常好。z
壹号酒店(松江万达店),M656348****,小姐姐热情
壹号酒店(松江万达店),M508001****,环境非常好
壹号酒店(松江万达店),匿名用户,好好好好好
壹号酒店(松江万达店),M469478****,房间挺好的
壹号酒店(松江万达店),匿名用户,垃圾酒店，
壹号酒店(松江万达店),M360036****,环境不错～
壹号酒店(松江万达店),M8472****,体验很不错
壹号酒店(松江万达店),匿名用户,设施：很不0k 卫生：很脏 环境：环境很烂 服务：很随便
